Resistance ,"Grid currents _A,B,C phases",,,"Rotor currents A,B,C phases",,,"Stator currents A,B,C phases",,,"Grid voltages A,B,C phases",,,Grid Powers,,Rotor Powers,,Stator Powers,,Class.
R,i25a,i25b,i25c,ira,irb,irc,isa,isb,isc,v25a,v25b,v25c,pg,qg,pr,qr,ps,qs,Target
750,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
760,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
770,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
780,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
790,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
800,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
810,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
820,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
830,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
840,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
850,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
860,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
870,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
880,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
890,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
900,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
910,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
920,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
930,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
940,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
950,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
960,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
970,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
980,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
990,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
1000,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,1.04E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,1
0.01,10.1185,10.0186,2.2075,0.0054,0.0046,0.0044,0.0035,0.004,0.0028,1.30E+03,1.62E+03,334.0726,1.04E+03,1.66E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.02,10.1412,10.0372,2.2075,0.0054,0.0046,0.0043,0.0035,0.0042,0.0028,1.30E+03,1.63E+03,334.0726,1.04E+03,1.66E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.04,10.1933,10.0156,2.2075,0.0053,0.0045,0.0043,0.0035,0.0042,0.0028,1.30E+03,1.68E+03,334.0726,1.07E+03,1.66E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.06,10.2218,10.0176,2.2075,0.0053,0.0045,0.0043,0.0035,0.0044,0.0028,1.32E+03,1.65E+03,334.0726,1.23E+03,1.65E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.08,10.2576,10.0369,2.2075,0.0052,0.0045,0.0042,0.0035,0.0043,0.0028,1.31E+03,1.63E+03,334.0726,1.40E+03,1.65E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.1,10.3368,9.9792,2.2075,0.005,0.0043,0.0041,0.0036,0.0043,0.0028,1.31E+03,1.64E+03,334.0726,2.34E+03,1.64E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.12,10.3489,9.9609,2.2075,0.0049,0.0044,0.0042,0.0036,0.0043,0.0028,1.31E+03,1.66E+03,334.0726,2.49E+03,1.64E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.14,10.3671,9.9594,2.2075,0.0049,0.0043,0.0041,0.0036,0.0043,0.0028,1.32E+03,1.66E+03,334.0726,2.64E+03,1.64E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.16,10.3588,9.9417,2.2075,0.0049,0.0043,0.0041,0.0035,0.0041,0.0028,1.34E+03,1.67E+03,334.0726,2.78E+03,1.63E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.18,10.359,9.9416,2.2075,0.0048,0.0042,0.0042,0.0036,0.0041,0.0028,1.36E+03,1.69E+03,334.0726,2.92E+03,1.63E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.2,10.3319,9.927,2.2075,0.0048,0.0042,0.0041,0.0035,0.0041,0.0028,1.34E+03,1.67E+03,334.0726,3.06E+03,1.63E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.22,10.3489,9.9609,2.2075,0.0049,0.0044,0.0042,0.0036,0.0043,0.0028,1.31E+03,1.66E+03,334.0726,2.49E+03,1.64E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.24,10.3671,9.9594,2.2075,0.0049,0.0043,0.0041,0.0036,0.0043,0.0028,1.32E+03,1.66E+03,334.0726,2.64E+03,1.64E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.26,10.3588,9.9417,2.2075,0.0049,0.0043,0.0041,0.0035,0.0041,0.0028,1.34E+03,1.67E+03,334.0726,2.78E+03,1.63E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.28,10.359,9.9416,2.2075,0.0048,0.0042,0.0042,0.0036,0.0041,0.0028,1.36E+03,1.69E+03,334.0726,2.92E+03,1.63E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.3,10.3319,9.927,2.2075,0.0048,0.0042,0.0041,0.0035,0.0041,0.0028,1.34E+03,1.67E+03,334.0726,3.06E+03,1.63E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.4,10.2694,9.8699,2.2075,0.0045,0.0041,0.0041,0.0036,0.0039,0.0028,1.31E+03,1.62E+03,334.0726,3.74E+03,1.61E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.5,10.1667,9.7778,2.2075,0.0044,0.004,0.0041,0.0035,0.0039,0.0028,1.32E+03,1.65E+03,334.0726,4.35E+03,1.58E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.6,10.0348,9.6699,2.2075,0.0042,0.0039,0.004,0.0035,0.0039,0.0028,1.30E+03,1.62E+03,334.0726,4.93E+03,1.55E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.7,9.8698,9.5399,2.2075,0.004,0.0039,0.004,0.0035,0.0039,0.0028,1.27E+03,1.59E+03,334.0726,5.47E+03,1.51E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.8,9.6567,9.4017,2.2075,0.0039,0.0039,0.004,0.0035,0.0039,0.0028,1.27E+03,1.59E+03,334.0726,5.95E+03,1.47E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
0.9,9.4571,9.2501,2.2075,0.0038,0.0037,0.0039,0.0035,0.0039,0.0028,1.25E+03,1.54E+03,334.0726,6.39E+03,1.43E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
1,9.247,9.0921,2.2075,0.0037,0.0037,0.0039,0.0035,0.0038,0.0028,1.23E+03,1.55E+03,334.0726,6.77E+03,1.39E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
1.5,8.2174,8.2485,2.2075,0.0036,0.0034,0.0037,0.0035,0.0038,0.0028,1.06E+03,1.43E+03,334.0726,8.07E+03,1.15E+04,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
2,7.2969,7.3612,2.2075,0.0033,0.0032,0.0034,0.0035,0.0035,0.0028,962.9144,1.31E+03,334.0726,8.54E+03,9.40E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
2.5,6.5474,6.5852,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,904.6124,1.08E+03,334.0726,8.51E+03,7.59E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
3,5.8697,5.9072,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,991.3936,334.0726,8.22E+03,6.16E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
3.5,5.2836,5.339,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,893.3821,334.0726,7.78E+03,5.07E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
4,5.1569,4.8179,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,797.7132,334.0726,7.30E+03,4.21E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
4.5,5.1569,4.4008,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,785.3367,334.0726,6.84E+03,3.55E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
5,5.1569,4.0287,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,696.3121,334.0726,6.40E+03,3.02E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
5.5,5.1569,3.7209,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,670.5452,334.0726,6.00E+03,2.60E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
6,5.1569,3.4614,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,5.63E+03,2.26E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
6.5,5.1569,3.2347,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,5.30E+03,1.98E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
7,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,5.00E+03,1.75E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
7.5,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,4.73E+03,1.55E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
8,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,4.49E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
8.5,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,4.26E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
9,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,4.06E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
9.5,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,3.87E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
10,5.1569,3.2233,2.2075,0.0032,0.003,0.0033,0.0035,0.0034,0.0028,842.5337,667.7393,334.0726,3.70E+03,1.54E+03,4.85E-05,5.04E-05,1.35E-04,1.42E-04,2
15,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,2.54E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
20,4.6636,2.8888,2.0403,0.0031,0.003,0.0032,0.0034,0.0033,0.0028,870.8746,674.0788,341.9544,1.93E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
25,4.6636,2.8888,2.0403,0.0031,0.003,0.0032,0.0034,0.0033,0.0028,870.8746,674.0789,341.9546,1.55E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
30,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.29E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
35,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.11E+03,1.54E+03,4.84E+00,5.01E-05,1.35E-04,1.42E-04,2
40,4.6636,2.8888,2.0403,0.0031,0.003,0.0032,0.0034,0.0033,0.0028,870.8746,674.0788,341.9544,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
45,5.0021,2.8888,2.0403,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,674.0788,341.9544,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
50,4.6636,2.8888,2.0403,0.0031,0.003,0.0032,0.0034,0.0033,0.0028,870.8746,674.0789,341.9546,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
55,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
60,5.0021,2.8888,2.0403,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,674.0788,341.9544,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
65,5.0021,2.8888,2.0403,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,674.0788,341.9544,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
70,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
75,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
80,4.6636,2.8888,2.0403,0.0031,0.003,0.0032,0.0034,0.0033,0.0028,870.8746,674.0788,341.9544,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
85,5.0021,2.8888,2.0403,0.0031,0.003,0.0032,0.0034,0.0033,0.0028,864.3874,674.0788,341.9544,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
90,5.0021,2.8888,2.0403,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,674.0788,341.9544,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
95,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
100,4.6636,2.8888,2.0403,0.0031,0.003,0.0032,0.0034,0.0033,0.0028,870.8746,674.0789,341.9546,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
110,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
120,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
130,5.0021,2.8888,2.0403,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,674.0788,341.9544,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
140,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
150,4.6636,2.8888,2.0403,0.0031,0.003,0.0032,0.0034,0.0033,0.0028,870.8746,674.0788,341.9544,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
160,4.6636,2.8888,2.0403,0.0031,0.003,0.0032,0.0034,0.0033,0.0028,870.8746,674.0788,341.9544,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
170,5.0021,2.8888,2.0403,0.0031,0.003,0.0032,0.0034,0.0033,0.0028,864.3874,674.0788,341.9544,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
180,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
190,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
200,4.6636,2.8888,2.0403,0.0031,0.003,0.0032,0.0034,0.0033,0.0028,870.8746,674.0789,341.9546,1.55E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
210,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
220,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
230,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
240,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
250,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
260,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
270,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
280,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
290,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
300,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
310,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
320,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
330,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
340,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
350,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
360,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
370,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
380,4.6636,3.1317,2.0403,0.0031,0.003,0.0032,0.0034,0.0033,0.0028,870.8746,674.0789,341.9546,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
390,4.6636,3.1317,2.0403,0.0031,0.003,0.0032,0.0034,0.0033,0.0028,870.8746,674.0789,341.9546,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
400,4.6636,3.1317,2.0403,0.0031,0.003,0.0032,0.0034,0.0033,0.0028,870.8746,674.0789,341.9546,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
410,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
420,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
430,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
440,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
450,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
460,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
470,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
480,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
490,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
500,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
510,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
520,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
530,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
540,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
550,5.0021,3.1317,2.17,0.0031,0.003,0.0032,0.0034,0.0033,0.0029,864.3874,676.2986,343.428,1.04E+03,1.54E+03,4.84E-05,5.01E-05,1.35E-04,1.42E-04,2
